"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"NDN_4.RPIA",2.70251331838682e-36,0.706533077813022,0.286,0.14,6.61548235207911e-32,"NDN_4"
"NDN_4.FKBP15",1.6814613643069e-34,0.540373057219106,0.365,0.202,4.11604927368687e-30,"NDN_4"
"NDN_4.ADAM8",3.13982922007384e-34,0.56556590826776,0.267,0.127,7.68598794781875e-30,"NDN_4"
"NDN_4.IFI44L",3.23636075545815e-34,1.80025337046137,0.092,0.017,7.92228749328601e-30,"NDN_4"
"NDN_4.IFIT3",3.52810937846726e-34,5.46233647999278,0.057,0.001,8.63645894755e-30,"NDN_4"
"NDN_4.G0S2",8.63782701750263e-34,1.4485341694457,0.17,0.066,2.11445367561447e-29,"NDN_4"
"NDN_4.NLRP12",5.53810132435342e-33,0.728893797544101,0.216,0.096,1.35567182318847e-28,"NDN_4"
"NDN_4.KCTD12",6.6145226181285e-33,1.1241388749617,0.163,0.062,1.61916899169168e-28,"NDN_4"
"NDN_4.IFIT1",1.33777737105553e-32,9.22316463931164,0.052,0,3.27474522660682e-28,"NDN_4"
"NDN_4.DDX60",1.61990212705564e-32,3.70070472243031,0.06,0.003,3.9653584168195e-28,"NDN_4"
"NDN_4.OAS2",3.66518818901789e-32,3.82597884216851,0.056,0.002,8.97201416789689e-28,"NDN_4"
"NDN_4.DDX60L",5.47003560276505e-32,1.25538853035976,0.147,0.053,1.33901001520086e-27,"NDN_4"
"NDN_4.FRAT2",1.49908994408154e-31,0.729226236964437,0.214,0.098,3.66962227411721e-27,"NDN_4"
"NDN_4.HELZ2",1.87845197613243e-31,1.4951232262567,0.106,0.028,4.59826259237458e-27,"NDN_4"
"NDN_4.CPPED1",3.37836130503428e-31,0.748267246381567,0.196,0.085,8.26989063859342e-27,"NDN_4"
"NDN_4.SELL",3.52074548398821e-31,0.905557953393038,0.186,0.078,8.61843287025474e-27,"NDN_4"
"NDN_4.HHEX",2.11917550852099e-30,1.22700283423872,0.124,0.039,5.18752972730853e-26,"NDN_4"
"NDN_4.OAS3",2.37841725452011e-30,4.90398190701042,0.053,0.002,5.82212759733977e-26,"NDN_4"
"NDN_4.EPSTI1",1.37301381937892e-29,3.70930215073291,0.055,0.003,3.36100052845766e-25,"NDN_4"
"NDN_4.PGAM1",2.13985202655617e-29,1.06616486576911,0.126,0.041,5.23814377580685e-25,"NDN_4"
"NDN_4.PARP9",4.65163616101957e-29,0.999062784761353,0.16,0.064,1.13867401585598e-24,"NDN_4"
"NDN_4.PARP14",5.38080085856342e-29,0.965336432530695,0.159,0.065,1.31716624216774e-24,"NDN_4"
"NDN_4.IFIT2",1.66082238440571e-28,3.83365968471296,0.055,0.004,4.06552711478673e-24,"NDN_4"
"NDN_4.HSPH1",1.67014525646778e-28,0.961905118754355,0.267,0.151,4.08834857330748e-24,"NDN_4"
"NDN_4.DAB1",1.12548408252176e-27,1.66156767240028,0.069,0.011,2.75507248560501e-23,"NDN_4"
"NDN_4.CD33",4.54240768839286e-27,1.16280624422296,0.115,0.038,1.11193597804169e-22,"NDN_4"
"NDN_4.ECE1",4.36983317056137e-26,0.520097206334557,0.19,0.088,1.06969146182172e-21,"NDN_4"
"NDN_4.IFI35",1.03067454478194e-25,0.786990621640525,0.158,0.067,2.52298821817171e-21,"NDN_4"
"NDN_4.GPAT3",1.12266966402757e-25,0.515179158862893,0.228,0.117,2.74818307057308e-21,"NDN_4"
"NDN_4.CXCR2",3.88961696941398e-25,0.887851332041997,0.147,0.061,9.52139337942847e-21,"NDN_4"
"NDN_4.SIGLEC9",7.17261112255621e-25,1.22292463714505,0.089,0.025,1.75578347669054e-20,"NDN_4"
"NDN_4.MOSPD2",1.72465070479497e-24,0.561801853092956,0.243,0.131,4.2217724602676e-20,"NDN_4"
"NDN_4.KRCC1",2.8520288279848e-24,0.511750671882093,0.264,0.147,6.98148136802399e-20,"NDN_4"
"NDN_4.GPR84",5.53491117921158e-24,0.63927656918495,0.178,0.084,1.3548909075592e-19,"NDN_4"
"NDN_4.UBE2L6",6.27643471139311e-24,1.39786928465477,0.088,0.025,1.53640845300192e-19,"NDN_4"
"NDN_4.CMTM2",1.08145420980434e-22,3.85832157578138,0.041,0.002,2.64729176018005e-18,"NDN_4"
"NDN_4.SAMD9",1.10029300277626e-22,0.679610502909384,0.22,0.12,2.69340724149602e-18,"NDN_4"
"NDN_4.TNFSF10",7.25050313949854e-22,1.66743389687961,0.071,0.018,1.77485066351785e-17,"NDN_4"
"NDN_4.RSAD2",9.5706923637377e-22,3.82412942370633,0.04,0.002,2.34280978371935e-17,"NDN_4"
"NDN_4.BTNL8",1.350642066958e-21,0.89613963751954,0.139,0.062,3.30623671570649e-17,"NDN_4"
"NDN_4.CETN2",2.45947548896805e-21,0.691342030985261,0.135,0.058,6.02055004944488e-17,"NDN_4"
"NDN_4.MMP25",4.14860730674834e-21,0.500008096687109,0.196,0.101,1.01553758261893e-16,"NDN_4"
"NDN_4.COL9A3",4.63691641939476e-21,1.16346583677307,0.087,0.028,1.13507077030364e-16,"NDN_4"
"NDN_4.AL627171.4",1.14816093742116e-20,0.735540529313039,0.125,0.053,2.81058315871326e-16,"NDN_4"
"NDN_4.AP001790.1",1.59216427722349e-20,1.24550914134365,0.094,0.033,3.89745893421538e-16,"NDN_4"
