,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Prlr,6.72481861770211e-80,1.05807761564518,0.309,0.129,1.10381172790962e-75
Fbxo3,1.08450628136974e-79,0.985954559331739,0.373,0.18,1.7801086102403e-75
Azin1,1.3758313069597e-79,1.18418731799192,0.278,0.105,2.25828950724365e-75
Urah,5.99132420136891e-79,-1.01981431981521,0.753,0.73,9.83415954412693e-75
Tmem33,6.3653675597648e-79,0.676976895840618,0.462,0.244,1.04481143125979e-74
Dennd5b,7.61180456538879e-79,1.51211778976635,0.251,0.091,1.24940160136292e-74
Ppara,8.07284537670867e-79,1.1981588851763,0.277,0.108,1.32507684013296e-74
Zbtb44,8.08747531951647e-79,1.67176943660735,0.22,0.068,1.32747819894543e-74
Tcf7l2,1.18006591572448e-78,1.63840487078234,0.212,0.063,1.93696019407017e-74
Cnot6l,1.20258040187676e-78,1.63285470245642,0.217,0.067,1.97391547164052e-74
Mbd3,1.48179282070652e-78,1.25007244259835,0.27,0.102,2.43221473590768e-74
Sec61a1,1.99864979862016e-78,1.07010861298856,0.343,0.158,3.28058377945514e-74
Taf10,2.05769583680805e-78,1.07874655217858,0.266,0.096,3.37750194653673e-74
Jund,2.20633236344005e-78,0.611034946182653,0.54,0.313,3.6214739413505e-74
TrnS1,2.33078567276034e-78,1.64721589087831,0.209,0.062,3.82575160326882e-74
Zc3h11a,3.56208683302319e-78,1.50880374445912,0.232,0.078,5.84680932772427e-74
Acot13,4.36809378175772e-78,-1.75760703530727,0.193,0.342,7.16978913337713e-74
Smarca2,4.87863697485513e-78,1.26937957166467,0.285,0.115,8.00779473052721e-74
Pomp,5.24223676972689e-78,-1.26605528033224,0.524,0.582,8.60460743382972e-74
Dhrs4,1.79644919522635e-77,-1.34256729737543,0.425,0.526,2.94869170904453e-73
Akap1,2.33375468036673e-77,1.4296901727452,0.258,0.097,3.83062493235395e-73
Tob1,2.48560174102566e-77,0.644102044525799,0.486,0.27,4.07986669771952e-73
Trp53inp2,3.00957670437052e-77,1.2125775219197,0.283,0.114,4.93991920255378e-73
Lgr4,3.68445570606781e-77,1.81153638722986,0.205,0.061,6.0476655959397e-73
Rnf13,3.83535261583973e-77,0.733070754079873,0.445,0.234,6.29534778363934e-73
Uso1,5.88714761429569e-77,1.47322629549041,0.237,0.082,9.66316409410495e-73
Rpl36al,5.94016775316686e-77,-0.893608885509033,0.769,0.759,9.75019135004808e-73
Faah,6.07581884374438e-77,1.06820455432431,0.337,0.157,9.97284905012203e-73
Dync1i2,7.23460436861546e-77,1.03574371989123,0.294,0.119,1.18748796106454e-72
Stt3b,8.02303482349465e-77,1.21309669918889,0.293,0.123,1.31690093592841e-72
Bola2,1.79909220017854e-76,0.606808470311897,0.464,0.245,2.95302993737306e-72
Slc39a14,2.0242179359918e-76,1.42805976835552,0.252,0.094,3.32255132013694e-72
Zcchc24,2.84124528143728e-76,1.41793588276685,0.237,0.081,4.66362000495115e-72
Atp5b,3.02845222454793e-76,-0.742611785707663,0.884,0.846,4.97090148137297e-72
Ireb2,3.46226960317889e-76,1.49256640445235,0.231,0.079,5.68296932665783e-72
Fam63a,5.08635592515128e-76,1.16729871201717,0.289,0.119,8.3487446155433e-72
