,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Fam162a,8.78934517694939e-76,1.87999173522333,0.414,0.17,1.44268311734447e-71
Decr1,1.94079641592631e-75,1.86316365069583,0.462,0.24,3.18562323710144e-71
Dcxr,2.38706268625282e-75,1.71009784214852,0.506,0.296,3.91812469321538e-71
Psmb2,5.14185097222909e-75,1.36867032655718,0.531,0.291,8.43983418581682e-71
Mrpl30,1.09420742649152e-74,1.71673656256356,0.477,0.249,1.79603206984318e-70
Cox20,3.08540081884425e-74,1.97716566290912,0.404,0.171,5.06437690405096e-70
Dnaja1,1.04517030193022e-73,1.36114845247708,0.595,0.415,1.71554253358826e-69
Nudt7,1.55124688729131e-73,1.56535890179357,0.587,0.421,2.54621664079996e-69
Cisd3,1.6053236260656e-73,2.01496859570537,0.407,0.178,2.63497819982408e-69
Bloc1s1,2.09154803326472e-73,1.37552260151163,0.538,0.316,3.43306694180071e-69
Tomm7,2.36066996053064e-73,1.08231984691217,0.601,0.368,3.87480367321499e-69
Hamp,4.23327011119374e-73,1.66773078095956,0.616,0.415,6.94848956051341e-69
Tuba4a,5.00600251214351e-73,1.7826144251573,0.483,0.272,8.21685252343236e-69
Hsd17b4,7.9734848486444e-73,1.59973498335757,0.539,0.357,1.30876780305649e-68
Ndufs2,8.74431891097327e-73,1.53735646016255,0.531,0.335,1.43529250604715e-68
Lamtor4,1.19794093965289e-72,1.62049032297394,0.462,0.229,1.96630025834626e-68
Ndufb5,2.12185603824464e-71,1.24854794355517,0.591,0.397,3.48281450117475e-67
Ninj1,2.34324239072377e-71,1.48509543985363,0.539,0.343,3.846198060134e-67
Ccbl2,2.95693777232985e-71,2.09944372246334,0.408,0.19,4.85351765950221e-67
C1qbp,3.07075455699789e-71,1.97944499437951,0.395,0.166,5.04033652985634e-67
Eif2s2,4.14154739084208e-71,1.24102864616015,0.589,0.37,6.7979358873282e-67
Hoga1,4.37006292192228e-71,2.21219965012851,0.366,0.146,7.17302128004324e-67
Mien1,5.7222708824926e-71,1.80180402507561,0.424,0.194,9.39253542652336e-67
Hsbp1,7.86617770665683e-71,1.32671448843768,0.533,0.31,1.29115440877065e-66
Ywhae,1.51781451820126e-70,1.24718474978978,0.546,0.325,2.49134075017554e-66
Gadd45gip1,3.0792454290118e-70,1.78641083375636,0.432,0.204,5.05427344717997e-66
5033403H07Rik,4.54907399370454e-68,3.46110691529292,0.246,0.051,7.46685005326664e-64
Slc25a47,6.186513246833e-68,1.19437708853407,0.647,0.504,1.01545428433517e-63
Prdx2,8.41997882326816e-68,1.36758810041827,0.522,0.304,1.38205532405124e-63
Suclg2,1.13305643576368e-67,1.48842394682785,0.531,0.339,1.8597988336625e-63
Adh4,5.74880729020122e-67,2.52660923142999,0.308,0.1,9.43609228613629e-63
Mrpl51,7.39441532027741e-67,1.76245398861687,0.413,0.19,1.21371933067033e-62
BC048546,1.96213530173334e-66,3.22996388274499,0.264,0.067,3.2206488842651e-62
Decr2,2.25677868323053e-66,2.39963165450564,0.308,0.098,3.70427653065459e-62
Ubl5,2.34549206942426e-66,1.16137783616231,0.581,0.384,3.84989068275298e-62
Ndufs8,3.35631297519127e-66,1.48521266468012,0.473,0.255,5.50905211747895e-62
Bet1,3.49406269008365e-66,1.92013313770036,0.385,0.166,5.7351544995033e-62
Serp1,8.50303142787123e-66,1.1802865163958,0.624,0.486,1.39568757857078e-61
Smdt1,8.69550087076622e-66,1.03509614593949,0.612,0.419,1.42727951292757e-61
Rnf5,1.13885804222806e-65,2.26678755840774,0.316,0.105,1.86932159051313e-61
Tubb2a,1.28469915331463e-65,1.68948068541405,0.517,0.336,2.10870519025064e-61
Gsto1,2.18376715975388e-65,1.7653615225284,0.429,0.219,3.58443541602001e-61
Elovl3,3.80377645914513e-65,1.3642613485018,0.586,0.43,6.24351868004082e-61
Agpat2,7.20475414178457e-65,1.257603702155,0.589,0.434,1.18258834483252e-60
Psma4,1.30313077546205e-64,1.39234315739351,0.514,0.309,2.13895885484341e-60
Tkfc,5.11080452036711e-64,1.39494977461999,0.555,0.38,8.38887453973058e-60
Psmd8,9.97477471497177e-64,1.52326825423101,0.466,0.254,1.63725952171547e-59
Keg1,2.71963978927186e-63,2.63265795474931,0.304,0.105,4.46401675011084e-59
Alas2,4.12338966245042e-63,2.00384607405076,0.364,0.16,6.76813179194612e-59
Ubxn1,7.38975360120969e-63,1.40314380483751,0.495,0.288,1.21295415610256e-58
